Student_ID,Age,Gender,Year_of_Study,Average_Screen_Time_per_Day,Main_Purpose_of_Use,Number_of_Social_Media_Apps,Daily_Social_Media_Usage_Hours,Mobile_Usage_Before_Sleep,Sleep_Hours_Per_Night,Academic_Performance_CGPA,Anxiety_Level,Stress_Level,Participation_in_Physical_Activities,Feelings_of_Loneliness,Family_Background,Hostel_or_Day_Scholar,Has_Smartphone_Since,Expenditure_on_Mobile_Per_Month,Attempts_to_Reduce_Usage,Self_Reported_Addiction_Level,Favorite_App,Average_YouTube_Watch_Time_Per_Day,Gaming_Hours_Per_Week,TikTok_Reels_Usage_Hours_Per_Day,Daily_Number_of_Mobile_Unlocks,Notifications_Received_Per_Day,FOMO_Level,Self_Control_Rating_Out_of_10,Parental_Restrictions,Previous_Attempts_to_Quit_Social_Media,Mindfulness_Practice,Physical_Exercise_Hours_Per_Week,Relationship_Status,Part_Time_Job,Average_Data_Consumption_Per_Day_GB,Preferred_Screen_Brightness_Percentage,Preferred_Device_Brand,Peer_Pressure_Experience,Depression_Symptoms,Hours_Spent_on_Online_Shopping_Per_Week,Involvement_in_Student_Organizations,Daily_Whatsapp_Messages_Sent,Screen_Time_on_Weekends,Screen_Time_on_Weekdays,Usage_of_Productivity_Apps,Time_Spent_on_Educational_Content_Per_Week,Average_Battery_Consumption_Per_Day_Percentage,Participates_in_Digital_Detox_Camps,Uses_Screen_Time_Management_Apps
S0492,22,Female,2nd,4.7,Entertainment,6,2.7,117,8.9,7.74,Low,Moderate,No,Often,Urban,Hostel,6,325,Yes,Severe,Snapchat,1.5,5.2,0.9,131,184,Low,8.8,Yes,Yes,No,0.5,Single,No,3.1,68,Other,Rarely,Mild,4.0,No,234,6.7,10.0,No,1.7,93,Yes,Yes
S0493,18,Other,1st,5.5,Gaming,7,1.9,98,8.7,8.2,Moderate,Low,No,Never,Urban,Hostel,8,522,No,Mild,YouTube,1.5,5.6,1.0,128,59,Moderate,5.7,Yes,Yes,No,1.4,Single,No,3.7,94,Apple,Rarely,Mild,3.0,Yes,367,5.4,4.9,No,1.9,57,Yes,No
S0494,23,Male,3rd,5.5,Entertainment,6,2.0,49,5.8,6.3,Moderate,Moderate,Yes,Sometimes,Rural,Hostel,5,1142,No,Moderate,Instagram,1.9,6.9,0.4,130,192,Moderate,9.3,Yes,No,No,4.1,Complicated,No,3.91,48,OnePlus,Never,Moderate,3.3,Yes,240,7.0,6.8,No,0.4,62,No,Yes
S0495,22,Male,1st,5.9,Study,9,2.1,86,8.1,5.42,Low,Moderate,No,Never,Rural,Hostel,9,130,Yes,Mild,Facebook,1.4,5.0,0.6,139,89,High,1.6,No,Yes,No,3.4,In a Relationship,Yes,2.43,48,Samsung,Rarely,Severe,0.9,No,62,9.5,7.4,No,2.4,95,No,Yes
S0496,24,Other,1st,7.0,Social Media,8,1.8,77,6.9,5.6,Low,Moderate,No,Never,Rural,Hostel,5,944,No,None,Facebook,1.0,5.6,0.1,73,188,Low,2.0,No,Yes,Yes,4.4,In a Relationship,No,3.29,52,Xiaomi,Often,Moderate,1.5,No,15,8.2,6.3,No,3.0,33,No,Yes
S0497,20,Female,4th,6.9,Study,2,4.8,55,7.0,6.12,Moderate,Moderate,Yes,Often,Rural,Day Scholar,6,732,Yes,None,Instagram,1.5,4.3,0.5,138,233,Low,6.4,No,No,Yes,4.5,Complicated,No,4.64,47,Xiaomi,Always,Severe,2.3,Yes,99,6.6,6.9,No,5.7,41,Yes,Yes
S0498,21,Other,2nd,7.8,Entertainment,9,3.5,87,4.8,7.5,High,High,Yes,Often,Rural,Day Scholar,9,123,Yes,Severe,Telegram,1.0,5.3,1.0,74,223,Moderate,4.2,No,No,Yes,1.2,Complicated,Yes,4.91,45,Samsung,Rarely,Moderate,0.8,No,73,4.6,6.1,Yes,3.2,46,Yes,No
S0499,18,Other,3rd,4.8,Gaming,4,4.1,22,6.3,9.2,Moderate,High,No,Sometimes,Rural,Hostel,5,936,No,Mild,Instagram,0.5,8.9,1.2,58,94,High,5.2,Yes,Yes,Yes,1.7,Single,No,1.91,48,Apple,Rarely,None,3.0,Yes,97,8.5,6.9,Yes,4.5,65,No,Yes
S0500,21,Other,1st,6.6,Gaming,5,3.6,36,5.7,8.51,High,Moderate,Yes,Never,Rural,Day Scholar,7,1082,Yes,Mild,Snapchat,1.9,6.9,0.0,142,136,Moderate,4.0,Yes,Yes,No,1.4,Single,No,1.77,30,Samsung,Rarely,Severe,2.1,Yes,42,8.0,5.4,No,2.4,45,Yes,Yes
S0501,24,Male,1st,7.1,Study,8,3.1,15,7.3,8.95,Low,Moderate,Yes,Often,Urban,Hostel,4,1334,Yes,Severe,Facebook,1.8,7.1,0.9,117,190,Moderate,4.6,No,Yes,Yes,1.0,Complicated,Yes,3.71,53,Xiaomi,Never,Mild,3.1,Yes,81,3.7,5.0,Yes,2.1,52,Yes,Yes
S0502,22,Other,3rd,5.0,Gaming,2,3.1,26,7.6,6.75,Low,Moderate,Yes,Often,Rural,Hostel,5,260,No,Severe,Instagram,1.7,7.2,1.3,88,76,High,8.4,No,No,Yes,0.0,Complicated,No,2.66,67,Xiaomi,Often,Severe,2.5,No,53,4.0,3.3,Yes,3.0,38,Yes,Yes
S0503,22,Male,1st,5.7,Entertainment,5,2.6,45,4.4,7.02,High,High,Yes,Often,Rural,Day Scholar,9,1378,No,Severe,Facebook,2.2,4.5,0.9,44,282,Low,6.3,No,Yes,Yes,2.0,In a Relationship,Yes,1.1,46,OnePlus,Always,Moderate,2.0,No,262,10.1,6.7,No,4.7,84,Yes,Yes
S0504,25,Male,4th,3.4,Study,3,2.7,113,6.5,6.97,Moderate,High,Yes,Sometimes,Rural,Hostel,8,1694,No,None,Instagram,1.2,6.0,0.7,99,258,Low,10.0,No,No,Yes,0.1,Single,No,2.39,91,OnePlus,Often,Moderate,1.9,Yes,116,7.6,5.5,Yes,1.8,93,No,No
S0505,24,Male,4th,7.4,Gaming,5,1.6,108,7.6,5.96,Low,Low,Yes,Never,Urban,Hostel,8,213,No,Severe,WhatsApp,0.8,1.7,0.8,125,99,Low,8.1,Yes,Yes,No,1.9,Complicated,No,4.23,59,Xiaomi,Often,Severe,1.2,No,299,4.2,6.6,No,3.4,76,No,No
S0506,18,Female,4th,5.7,Social Media,8,4.1,90,6.3,5.31,High,Low,Yes,Often,Rural,Hostel,6,603,Yes,None,Snapchat,1.5,8.8,0.7,73,110,High,3.5,Yes,No,No,5.2,Single,No,4.19,50,OnePlus,Rarely,Mild,1.2,Yes,427,9.3,5.5,No,3.4,96,Yes,Yes
S0507,25,Male,4th,7.2,Social Media,6,1.2,114,7.2,7.95,Moderate,Moderate,Yes,Never,Rural,Day Scholar,6,1795,Yes,Severe,Instagram,1.3,0.0,0.7,127,292,High,3.4,Yes,No,Yes,1.2,Complicated,Yes,2.98,84,OnePlus,Always,None,2.9,Yes,417,9.4,7.9,Yes,3.0,39,No,No
S0508,20,Male,1st,6.3,Entertainment,8,1.9,11,6.9,9.95,High,Moderate,Yes,Sometimes,Rural,Day Scholar,6,1054,Yes,Mild,YouTube,1.1,4.7,1.1,65,62,High,4.0,Yes,No,Yes,2.3,Complicated,No,2.89,58,OnePlus,Often,Mild,2.7,No,11,5.6,5.8,No,4.7,33,No,Yes
S0509,25,Female,3rd,5.7,Gaming,9,5.0,86,6.8,5.83,Moderate,High,No,Never,Urban,Hostel,8,1343,Yes,Mild,Instagram,1.5,8.4,2.2,113,189,High,8.6,No,Yes,Yes,3.4,Complicated,No,3.32,43,Xiaomi,Always,Severe,3.2,No,145,5.2,5.1,No,3.1,59,No,No
S0510,19,Male,3rd,3.6,Entertainment,5,3.1,61,6.2,5.23,Moderate,Moderate,No,Often,Rural,Hostel,3,456,Yes,Severe,WhatsApp,1.2,0.9,0.6,86,206,High,1.2,Yes,No,Yes,2.4,Complicated,No,1.88,87,Apple,Never,Moderate,1.5,No,126,7.2,5.4,Yes,2.7,40,Yes,Yes
S0511,18,Other,3rd,3.9,Study,7,3.2,75,5.3,8.9,Moderate,Moderate,No,Never,Urban,Hostel,9,268,Yes,Severe,YouTube,0.6,6.2,0.8,146,134,Moderate,3.1,No,No,No,2.4,In a Relationship,No,3.1,42,Apple,Rarely,Mild,3.1,Yes,418,7.3,6.8,Yes,2.9,80,No,Yes
S0512,19,Other,3rd,2.1,Social Media,2,3.6,61,5.4,6.26,Moderate,High,No,Never,Urban,Hostel,8,1647,Yes,None,YouTube,1.3,3.0,1.0,93,133,Low,9.1,Yes,Yes,No,1.5,Complicated,Yes,1.04,80,Other,Never,Moderate,1.8,No,130,6.7,10.4,No,0.0,48,Yes,No
S0513,24,Male,2nd,5.2,Study,2,1.5,101,7.2,9.15,High,High,No,Sometimes,Urban,Hostel,7,1068,Yes,Moderate,Instagram,0.9,3.9,0.7,105,69,High,6.8,Yes,No,Yes,1.7,In a Relationship,No,2.9,46,OnePlus,Always,Moderate,2.6,No,487,4.9,8.1,Yes,2.7,42,No,Yes
S0514,23,Female,3rd,9.4,Gaming,5,1.6,52,6.5,8.52,High,High,Yes,Sometimes,Urban,Day Scholar,8,341,No,None,WhatsApp,1.6,7.8,1.5,128,80,Low,3.0,No,No,Yes,0.6,In a Relationship,No,2.34,35,Apple,Rarely,Mild,3.3,No,297,6.3,4.2,No,0.9,86,No,Yes
S0515,19,Other,2nd,4.1,Entertainment,2,2.6,99,6.4,9.73,High,High,Yes,Never,Rural,Day Scholar,7,1498,Yes,Mild,YouTube,1.2,5.6,0.0,142,57,High,3.0,Yes,Yes,No,3.3,Complicated,No,3.7,64,Other,Never,Severe,4.1,Yes,321,6.2,6.4,Yes,2.6,32,No,Yes
S0516,20,Female,2nd,2.1,Entertainment,7,2.1,31,6.1,7.04,High,Low,No,Never,Urban,Day Scholar,8,238,Yes,Severe,Snapchat,2.1,0.0,0.7,67,73,Low,8.8,Yes,No,No,0.0,Single,No,3.55,46,Samsung,Rarely,Mild,3.1,Yes,103,4.0,4.8,Yes,3.0,67,No,Yes
S0517,25,Female,4th,7.4,Entertainment,8,2.9,116,6.2,8.31,High,High,No,Never,Urban,Day Scholar,8,196,Yes,Mild,Telegram,2.3,2.1,1.4,149,252,Moderate,9.0,Yes,Yes,Yes,3.5,Single,Yes,2.52,92,OnePlus,Never,None,2.2,Yes,16,9.0,5.4,Yes,3.9,56,Yes,Yes
S0518,23,Other,2nd,9.5,Study,2,3.5,64,7.5,7.32,Moderate,High,Yes,Sometimes,Rural,Hostel,3,246,Yes,Moderate,Snapchat,1.8,7.9,0.9,46,216,Low,3.3,Yes,Yes,Yes,0.0,Complicated,Yes,1.03,24,Apple,Often,Moderate,2.6,Yes,441,4.9,5.5,No,7.0,39,No,No
S0519,25,Female,1st,6.4,Social Media,5,4.4,76,6.2,8.15,Low,Moderate,No,Sometimes,Urban,Hostel,7,1305,Yes,None,Facebook,0.7,6.3,0.6,56,82,Low,4.8,No,Yes,Yes,3.4,Complicated,Yes,2.01,78,Apple,Rarely,Moderate,3.2,Yes,97,9.6,5.9,Yes,5.7,82,No,No
S0520,19,Other,2nd,6.4,Study,4,3.8,108,5.2,7.25,Low,Moderate,Yes,Never,Urban,Day Scholar,3,1180,No,Mild,Facebook,2.3,10.2,1.2,46,91,High,8.5,Yes,No,No,1.5,Complicated,No,3.53,91,Apple,Always,Severe,2.7,No,191,7.3,7.3,No,3.0,56,No,No
S0521,25,Female,4th,5.5,Study,4,2.0,69,7.2,5.94,High,Moderate,No,Sometimes,Urban,Day Scholar,7,1165,No,None,WhatsApp,2.3,10.0,1.5,92,192,Low,7.9,Yes,Yes,No,0.2,Single,Yes,1.29,54,Other,Rarely,Moderate,1.6,No,200,5.7,5.6,No,4.1,36,No,No
S0522,24,Other,2nd,3.3,Gaming,3,2.6,67,6.3,7.54,High,Low,Yes,Often,Urban,Hostel,3,965,No,Severe,YouTube,1.5,4.0,1.1,40,245,Moderate,8.3,Yes,No,No,2.9,Single,Yes,1.43,89,Samsung,Always,Moderate,2.6,Yes,466,7.8,6.3,No,2.2,42,No,Yes
S0523,23,Male,1st,3.8,Gaming,9,2.4,21,6.5,7.64,Low,High,No,Sometimes,Urban,Day Scholar,3,1834,Yes,Mild,Snapchat,2.2,12.5,0.6,93,242,Moderate,5.7,No,No,No,3.4,Complicated,Yes,3.59,65,OnePlus,Never,Moderate,3.3,No,217,6.7,6.0,Yes,3.4,89,Yes,Yes
S0524,24,Other,1st,5.5,Gaming,2,2.0,97,8.1,9.05,Moderate,High,Yes,Sometimes,Urban,Hostel,7,642,Yes,Moderate,Snapchat,1.2,5.1,1.2,148,209,Moderate,9.2,No,No,No,1.3,Single,No,4.02,75,Apple,Never,Mild,3.8,Yes,395,9.6,5.0,Yes,3.4,43,Yes,No
S0525,19,Other,1st,5.2,Social Media,9,1.8,78,6.5,8.68,High,Low,No,Sometimes,Rural,Hostel,3,791,Yes,None,Telegram,0.6,2.1,0.8,68,188,High,3.9,Yes,No,Yes,3.1,In a Relationship,No,2.29,43,Xiaomi,Always,Moderate,2.1,Yes,300,11.2,5.2,No,1.0,73,Yes,Yes
S0526,24,Other,4th,5.8,Social Media,8,4.7,93,6.8,8.32,Moderate,High,No,Often,Rural,Hostel,8,1125,Yes,None,WhatsApp,1.1,3.1,1.4,31,143,High,2.4,Yes,Yes,Yes,0.0,Single,Yes,2.96,29,OnePlus,Never,Mild,0.9,Yes,363,7.8,5.1,No,2.1,99,Yes,No
S0527,20,Other,4th,7.2,Gaming,5,3.0,112,5.3,5.57,Low,Moderate,Yes,Often,Rural,Day Scholar,7,1411,No,Moderate,YouTube,2.4,0.0,1.7,144,86,High,7.4,Yes,Yes,Yes,0.0,Single,No,4.78,98,Xiaomi,Rarely,Severe,0.2,Yes,287,6.6,7.0,Yes,0.0,57,No,Yes
S0528,19,Female,3rd,5.1,Gaming,2,2.8,48,6.3,8.6,Low,Low,Yes,Often,Rural,Day Scholar,3,1261,No,Mild,WhatsApp,0.8,9.8,0.0,95,196,High,5.9,No,No,Yes,3.9,Complicated,No,4.78,57,Other,Never,None,2.8,Yes,476,10.2,5.4,Yes,2.6,52,Yes,Yes
S0529,19,Male,4th,7.3,Social Media,6,3.5,22,7.1,7.5,High,High,No,Never,Urban,Day Scholar,8,1740,Yes,Mild,Instagram,1.5,9.8,1.1,83,228,High,8.7,Yes,No,No,1.7,In a Relationship,No,2.23,89,Apple,Always,Moderate,0.5,Yes,457,6.6,8.7,Yes,2.9,41,Yes,No
S0530,19,Other,1st,5.1,Entertainment,7,3.5,50,4.9,9.47,Moderate,Low,No,Never,Urban,Day Scholar,8,1635,Yes,None,Snapchat,1.5,2.0,0.1,58,277,Moderate,1.7,Yes,Yes,Yes,0.0,Complicated,Yes,4.24,67,OnePlus,Always,None,2.3,No,324,5.9,4.8,Yes,2.9,53,No,No
S0531,18,Female,1st,7.6,Social Media,2,4.1,66,6.7,9.6,High,Low,Yes,Often,Urban,Day Scholar,6,1003,No,Moderate,WhatsApp,1.2,4.3,2.2,74,83,Low,8.6,No,Yes,No,1.0,Single,No,3.38,28,OnePlus,Often,Mild,3.1,No,442,9.5,4.8,No,1.0,80,Yes,No
S0532,25,Male,4th,6.1,Social Media,2,2.3,62,6.6,5.28,Low,High,Yes,Never,Rural,Hostel,2,829,No,None,WhatsApp,1.3,5.3,0.8,117,248,Moderate,3.6,No,Yes,No,0.6,In a Relationship,No,4.9,69,Apple,Always,Severe,1.8,No,61,8.7,4.4,No,2.8,51,Yes,No
S0533,18,Male,2nd,5.3,Social Media,9,3.4,118,6.5,9.1,Moderate,Moderate,Yes,Never,Rural,Day Scholar,7,1345,No,None,Telegram,1.5,2.1,1.4,117,237,High,6.9,No,No,Yes,1.8,Complicated,Yes,2.91,88,Samsung,Never,Severe,0.5,No,414,6.0,5.8,Yes,3.3,91,No,No
S0534,18,Male,4th,6.1,Gaming,9,2.1,21,7.5,5.19,High,High,No,Never,Urban,Hostel,3,430,No,Severe,Instagram,1.2,0.0,1.0,109,286,Moderate,1.4,Yes,Yes,Yes,1.4,Single,No,4.1,67,Other,Always,Mild,0.7,No,405,7.6,5.2,No,3.9,55,Yes,No
S0535,20,Male,4th,5.6,Entertainment,4,2.8,22,6.8,6.84,High,High,No,Often,Urban,Hostel,6,716,No,Mild,Facebook,0.8,4.4,0.6,60,261,Low,6.5,Yes,Yes,Yes,2.3,In a Relationship,No,4.07,58,Apple,Never,None,1.1,No,276,6.3,5.5,Yes,3.5,87,Yes,No
S0536,23,Other,1st,6.2,Social Media,7,3.1,83,8.0,7.71,High,Moderate,Yes,Sometimes,Rural,Hostel,2,503,No,Mild,Snapchat,1.6,4.0,0.5,78,102,High,7.5,Yes,Yes,Yes,1.9,Complicated,Yes,2.99,24,OnePlus,Never,Moderate,1.9,Yes,253,8.2,7.5,Yes,2.4,44,Yes,Yes
S0537,25,Other,3rd,7.1,Gaming,5,3.2,106,5.5,5.74,Low,High,No,Often,Rural,Day Scholar,9,607,No,Severe,Telegram,2.0,3.8,1.8,136,189,Moderate,4.3,No,No,Yes,4.0,In a Relationship,Yes,4.18,30,Samsung,Often,Mild,3.2,Yes,191,8.0,5.7,Yes,2.7,97,Yes,No
S0538,24,Female,1st,5.9,Study,2,3.1,66,6.6,8.73,High,High,No,Often,Rural,Day Scholar,9,1250,Yes,Mild,WhatsApp,1.9,5.7,1.5,38,239,Moderate,2.9,Yes,Yes,Yes,2.6,Single,No,2.04,79,OnePlus,Never,Mild,2.0,Yes,220,4.4,5.4,Yes,3.5,35,No,No
S0539,22,Female,3rd,5.4,Study,4,3.8,49,6.6,5.04,Moderate,High,Yes,Never,Rural,Day Scholar,3,1388,Yes,Mild,Snapchat,1.1,9.3,2.0,56,145,Low,5.8,Yes,Yes,No,2.7,Complicated,No,1.49,46,Xiaomi,Always,Mild,4.2,Yes,387,7.1,6.4,No,2.2,31,Yes,No
S0540,19,Female,1st,4.3,Social Media,9,2.4,89,5.4,5.84,High,Low,No,Never,Urban,Day Scholar,9,1835,No,Mild,Facebook,0.9,4.1,1.0,85,243,High,8.5,No,Yes,No,3.7,Single,No,2.7,26,OnePlus,Always,Mild,3.0,No,207,4.0,6.3,No,1.3,60,No,Yes
S0541,24,Male,4th,6.9,Study,3,3.2,54,7.5,7.9,Low,Low,Yes,Sometimes,Rural,Day Scholar,2,1887,Yes,Moderate,WhatsApp,1.4,5.5,1.1,134,263,High,3.9,No,No,No,1.4,In a Relationship,Yes,4.77,79,Other,Always,Mild,2.3,Yes,499,4.2,7.1,No,2.2,53,No,Yes
S0542,19,Male,1st,6.5,Entertainment,7,2.2,44,8.8,8.57,High,Low,Yes,Sometimes,Rural,Day Scholar,7,1138,No,Severe,Instagram,2.3,7.2,0.9,107,154,Low,3.3,Yes,No,Yes,0.1,Single,Yes,3.0,69,Apple,Never,Severe,1.9,No,279,6.0,7.3,Yes,3.8,64,No,Yes
S0543,20,Other,1st,4.2,Study,4,5.9,12,6.5,9.58,Low,High,No,Sometimes,Urban,Day Scholar,8,325,Yes,None,Snapchat,1.8,6.7,0.9,74,97,Low,3.5,No,Yes,No,3.8,In a Relationship,No,3.54,86,OnePlus,Always,Mild,1.5,No,42,5.8,6.7,No,4.4,76,No,No
S0544,19,Male,1st,7.3,Study,4,2.1,14,7.0,8.53,Low,Moderate,No,Sometimes,Urban,Day Scholar,8,1083,No,Moderate,Telegram,1.9,3.2,0.5,118,89,Low,9.5,Yes,No,Yes,2.2,Complicated,No,3.5,88,Xiaomi,Rarely,Severe,2.1,No,111,3.6,7.4,Yes,4.9,60,Yes,Yes
S0545,18,Male,4th,4.2,Entertainment,8,2.3,99,6.6,8.36,Moderate,Low,Yes,Often,Urban,Hostel,2,964,Yes,None,Instagram,1.9,5.3,1.0,72,201,Low,4.2,Yes,No,Yes,2.2,Single,No,1.53,74,Xiaomi,Rarely,None,2.5,No,342,4.6,5.0,No,1.3,31,Yes,No
S0546,25,Male,4th,7.5,Social Media,4,3.9,20,5.8,6.97,Moderate,Moderate,Yes,Sometimes,Rural,Day Scholar,9,1228,No,Severe,Facebook,1.7,6.6,0.6,137,227,High,1.0,Yes,Yes,No,1.1,Complicated,No,2.56,96,Apple,Always,Moderate,2.3,No,291,3.9,5.8,Yes,6.9,88,Yes,No
S0547,22,Female,4th,7.0,Social Media,8,2.6,80,4.7,5.01,High,High,Yes,Often,Rural,Hostel,8,844,Yes,Severe,Facebook,1.6,1.6,1.2,51,272,High,8.0,No,No,No,1.1,Complicated,Yes,3.83,35,Xiaomi,Never,Severe,1.5,No,407,5.5,6.2,No,1.6,92,No,Yes
S0548,21,Female,4th,6.6,Entertainment,2,3.9,65,5.8,5.6,Low,Low,No,Never,Rural,Hostel,9,592,Yes,Severe,Snapchat,1.8,8.8,1.1,128,245,Moderate,7.3,Yes,Yes,Yes,3.3,Complicated,No,4.89,31,Apple,Always,Moderate,1.0,Yes,246,8.1,6.1,Yes,2.5,46,No,No
S0549,19,Other,3rd,5.4,Entertainment,2,3.2,19,5.1,7.67,Low,High,Yes,Sometimes,Rural,Hostel,4,418,No,Mild,Facebook,1.2,9.3,1.1,62,137,Moderate,2.2,No,No,Yes,3.5,Complicated,Yes,1.67,46,Other,Rarely,Moderate,3.9,Yes,225,10.0,10.6,No,5.4,83,No,Yes
S0550,24,Male,3rd,6.9,Entertainment,9,2.6,115,8.2,8.38,Moderate,Moderate,Yes,Never,Urban,Hostel,5,1342,No,Moderate,YouTube,0.8,2.8,1.8,56,92,Moderate,9.9,No,No,No,3.2,Single,Yes,2.64,52,Apple,Never,Moderate,2.6,Yes,441,9.1,7.6,No,0.0,50,Yes,Yes
S0551,18,Male,2nd,7.6,Study,3,2.2,43,6.4,7.09,Moderate,Low,Yes,Never,Urban,Day Scholar,8,1400,No,Severe,Telegram,1.9,5.6,1.0,69,66,High,6.5,No,Yes,No,3.2,Single,Yes,1.38,98,Samsung,Always,Severe,2.4,Yes,330,7.9,7.6,No,3.3,51,Yes,Yes
S0552,21,Other,4th,6.9,Entertainment,6,2.2,76,6.2,8.65,High,Low,Yes,Often,Rural,Day Scholar,4,872,Yes,None,Snapchat,2.1,6.9,1.4,55,281,High,5.5,No,Yes,No,2.9,Complicated,No,1.97,74,Xiaomi,Never,Severe,2.5,Yes,311,7.8,5.6,No,2.4,84,Yes,Yes
S0553,22,Male,3rd,5.0,Gaming,6,2.6,81,7.4,7.61,Low,Low,No,Sometimes,Rural,Hostel,7,1464,Yes,Mild,YouTube,0.9,3.4,2.0,112,260,High,4.4,Yes,Yes,No,2.2,Complicated,Yes,2.51,71,Xiaomi,Always,Severe,3.1,Yes,136,6.8,5.9,No,0.2,58,Yes,No
S0554,21,Male,1st,6.4,Study,6,2.8,40,5.4,5.37,Moderate,Low,No,Often,Rural,Hostel,7,551,Yes,Mild,Facebook,1.9,6.4,1.7,74,281,Moderate,9.1,No,No,No,1.7,In a Relationship,Yes,3.16,56,OnePlus,Often,None,1.5,Yes,448,6.8,7.1,No,0.2,50,Yes,Yes
S0555,18,Female,4th,7.7,Social Media,9,2.2,84,5.7,5.96,High,Moderate,Yes,Never,Urban,Hostel,2,1492,Yes,Moderate,Snapchat,2.3,5.5,1.6,132,151,Low,3.2,Yes,No,No,3.8,Complicated,No,1.92,34,Samsung,Never,Severe,1.9,No,103,9.8,8.3,No,5.2,31,Yes,Yes
S0556,25,Other,2nd,9.3,Social Media,8,2.9,118,6.6,9.2,Low,Low,No,Sometimes,Rural,Day Scholar,8,1043,No,Moderate,YouTube,1.5,0.6,0.8,74,232,Low,3.6,Yes,No,Yes,1.4,In a Relationship,No,1.91,84,OnePlus,Rarely,None,1.2,No,83,8.2,4.7,Yes,4.0,71,No,No
S0557,25,Other,2nd,5.7,Social Media,9,1.9,80,7.5,8.62,Low,High,No,Never,Urban,Hostel,9,947,No,Moderate,Facebook,1.1,6.4,1.1,55,211,Low,2.1,Yes,No,No,2.6,In a Relationship,Yes,4.11,87,Apple,Rarely,Severe,2.0,Yes,137,7.4,5.3,Yes,4.9,81,No,No
S0558,23,Other,2nd,7.3,Study,7,3.8,118,7.0,9.47,Moderate,Low,No,Never,Rural,Hostel,8,1116,Yes,Mild,WhatsApp,1.6,1.7,0.3,99,160,Low,7.8,Yes,Yes,Yes,0.8,Complicated,No,4.85,22,Other,Rarely,Severe,1.3,Yes,83,3.5,5.7,Yes,0.9,67,Yes,Yes
S0559,25,Other,1st,7.7,Gaming,7,3.9,75,6.7,5.59,High,Moderate,Yes,Sometimes,Urban,Day Scholar,9,1597,No,Severe,WhatsApp,1.2,7.8,1.2,96,274,Low,6.4,No,Yes,Yes,1.0,Single,Yes,2.29,91,Xiaomi,Rarely,Moderate,1.0,No,485,8.5,6.4,No,3.6,32,No,Yes
S0560,23,Female,3rd,4.8,Entertainment,3,2.3,79,6.6,9.95,Moderate,Low,No,Sometimes,Urban,Hostel,9,1313,No,None,Instagram,1.2,3.0,1.1,35,119,High,6.5,No,Yes,No,1.6,In a Relationship,No,3.75,24,Other,Always,Mild,0.4,Yes,461,8.5,7.2,No,7.5,54,Yes,Yes
S0561,21,Female,1st,8.7,Entertainment,7,2.2,50,6.9,6.05,High,Moderate,No,Sometimes,Rural,Day Scholar,8,983,No,Severe,WhatsApp,1.7,4.5,1.0,57,109,Moderate,3.0,Yes,Yes,No,0.8,Single,Yes,2.03,28,Apple,Always,Moderate,3.7,No,471,5.8,7.1,Yes,2.5,91,No,Yes
S0562,20,Male,4th,4.4,Social Media,6,3.2,72,6.7,5.06,Low,Moderate,Yes,Often,Urban,Day Scholar,9,518,No,None,YouTube,0.7,9.1,1.5,96,228,Low,6.9,Yes,Yes,No,3.2,Complicated,Yes,4.71,20,Apple,Never,Severe,1.7,Yes,405,7.5,6.7,No,3.1,44,Yes,No
S0563,24,Male,2nd,7.2,Social Media,6,4.3,41,5.5,9.99,High,High,Yes,Often,Urban,Hostel,6,1833,Yes,Severe,Telegram,0.8,6.5,0.4,42,277,Low,7.9,Yes,No,Yes,-0.0,Complicated,No,3.69,49,Samsung,Often,Mild,2.5,No,447,6.7,4.9,Yes,3.0,99,Yes,Yes
S0564,24,Male,1st,6.5,Study,9,4.5,29,6.5,6.41,High,Low,No,Never,Rural,Hostel,3,964,No,Moderate,WhatsApp,1.5,1.8,1.8,92,126,Low,4.2,No,No,Yes,2.1,Complicated,No,4.21,90,OnePlus,Often,Mild,2.1,No,265,5.9,5.7,No,2.8,39,Yes,No
S0565,21,Male,1st,6.1,Gaming,4,1.6,66,5.4,8.34,High,Low,No,Sometimes,Urban,Hostel,5,888,No,None,Snapchat,1.5,2.0,1.5,42,288,High,8.2,No,Yes,No,2.2,Complicated,No,1.2,39,Xiaomi,Never,None,2.5,Yes,457,7.8,4.0,Yes,1.4,98,No,No
S0566,19,Female,3rd,9.8,Entertainment,7,4.0,107,6.6,5.88,High,Low,Yes,Never,Rural,Day Scholar,8,1971,No,Mild,Snapchat,1.7,3.2,1.0,106,250,Low,4.1,Yes,No,No,0.0,In a Relationship,Yes,3.39,46,Xiaomi,Rarely,Mild,-0.0,Yes,111,4.8,7.5,No,3.1,73,Yes,No
S0567,19,Other,3rd,5.5,Study,9,2.9,59,6.0,7.9,High,High,Yes,Never,Urban,Day Scholar,3,594,Yes,None,Snapchat,2.4,6.2,0.9,30,84,Moderate,7.8,Yes,No,Yes,1.3,In a Relationship,Yes,3.11,82,Other,Often,None,1.5,No,56,11.1,6.1,No,6.3,70,No,Yes
S0568,25,Female,2nd,5.5,Entertainment,2,3.0,89,9.0,9.52,Moderate,High,Yes,Never,Urban,Day Scholar,6,1162,No,Mild,WhatsApp,1.6,6.1,1.2,69,211,High,1.3,Yes,No,Yes,2.4,Single,No,2.17,94,Samsung,Often,Moderate,3.2,Yes,174,8.1,4.3,No,2.9,49,Yes,Yes
